id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,profit_margin_percentage,discount_impact_category,total_sales_city
563,"Second Class",Consumer,"United States",Tampa,Florida,33614,South,Furniture,Furnishings,13.13,3,0.20,3.77,28.71,"Positive Impact",5196.10
564,"First Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Fasteners,3.96,2,0.00,0.00,0.00,"No Discount",119540.74
565,"First Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Labels,2.61,1,0.00,1.20,45.98,"No Discount",119540.74
566,"First Class",Consumer,"United States","Los Angeles",California,90008,West,Technology,Phones,374.38,3,0.20,46.80,12.50,"Positive Impact",175851.33
567,"Standard Class",Corporate,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,91.84,8,0.00,45.00,49.00,"No Discount",119540.74
568,"Standard Class",Corporate,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,81.09,7,0.20,27.37,33.75,"Positive Impact",119540.74
569,"Standard Class",Corporate,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,19.44,3,0.00,9.33,47.99,"No Discount",119540.74
570,"Standard Class",Corporate,"United States",Seattle,Washington,98105,West,Furniture,Chairs,451.15,3,0.20,0.00,0.00,"Negative Impact",119540.74
571,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Labels,72.45,7,0.00,34.78,48.01,"No Discount",256368.12
572,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Fasteners,13.96,4,0.00,6.42,45.99,"No Discount",256368.12
573,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,33.26,7,0.20,11.23,33.76,"Positive Impact",256368.12
574,"Standard Class",Consumer,"United States","New York City","New York",10024,East,Technology,Phones,14.85,3,0.00,4.01,27.00,"No Discount",256368.12
575,"Standard Class",Consumer,"United States",Marysville,Washington,98270,West,"Office Supplies",Art,8.82,3,0.00,2.38,26.98,"No Discount",102.18
576,"Second Class",Consumer,"United States","Long Beach",California,90805,West,"Office Supplies",Paper,160.72,14,0.00,78.75,49.00,"No Discount",13455.02
577,"Second Class",Consumer,"United States","Long Beach",California,90805,West,"Office Supplies",Paper,19.92,4,0.00,9.76,49.00,"No Discount",13455.02
578,"Second Class",Consumer,"United States","Long Beach",California,90805,West,"Office Supplies",Supplies,7.30,2,0.00,2.19,30.00,"No Discount",13455.02
579,"Standard Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Storage,69.71,2,0.20,8.71,12.49,"Positive Impact",48539.59
580,"Standard Class",Consumer,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,8.79,1,0.60,-5.71,-64.96,"Negative Impact",48539.59
581,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Supplies,51.52,4,0.00,1.55,3.01,"No Discount",175851.33
582,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,Technology,Phones,470.38,3,0.20,52.92,11.25,"Positive Impact",12198.78
583,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,Technology,Phones,105.58,2,0.20,9.24,8.75,"Positive Impact",12198.78
584,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,"Office Supplies",Appliances,31.15,3,0.20,3.50,11.24,"Positive Impact",12198.78
585,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,"Office Supplies",Binders,6.78,7,0.70,-4.75,-70.06,"Negative Impact",12198.78
586,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,Technology,Phones,406.37,4,0.20,30.48,7.50,"Positive Impact",12198.78
587,"Standard Class",Consumer,"United States",Richmond,Kentucky,40475,South,Furniture,Chairs,70.98,1,0.00,4.97,7.00,"No Discount",18137.93
588,"Standard Class",Consumer,"United States",Richmond,Kentucky,40475,South,"Office Supplies",Labels,294.93,3,0.00,144.52,49.00,"No Discount",18137.93
589,"Standard Class",Consumer,"United States",Salem,Oregon,97301,West,Technology,Phones,84.78,2,0.20,-20.14,-23.76,"Negative Impact",3444.26
590,"Standard Class",Consumer,"United States",Salem,Oregon,97301,West,"Office Supplies",Paper,20.74,4,0.20,7.26,35.00,"Positive Impact",3444.26
591,"Standard Class",Consumer,"United States",Salem,Oregon,97301,West,"Office Supplies",Binders,16.82,3,0.70,-12.90,-76.69,"Negative Impact",3444.26
592,"Standard Class",Consumer,"United States",Salem,Oregon,97301,West,"Office Supplies",Paper,10.37,2,0.20,3.63,35.00,"Positive Impact",3444.26
593,"Standard Class",Consumer,"United States",Laredo,Texas,78041,Central,"Office Supplies",Art,9.34,2,0.20,1.17,12.53,"Positive Impact",1024.34
594,"Standard Class",Consumer,"United States",Laredo,Texas,78041,Central,Technology,Accessories,31.20,3,0.20,9.75,31.25,"Positive Impact",1024.34
595,"Standard Class",Consumer,"United States","San Diego",California,92024,West,"Office Supplies",Appliances,76.12,2,0.00,22.07,28.99,"No Discount",47521.05
596,"Standard Class",Consumer,"United States","San Diego",California,92024,West,Technology,Copiers,1199.98,3,0.20,434.99,36.25,"Positive Impact",47521.05
597,"Standard Class",Consumer,"United States","San Diego",California,92024,West,Technology,Phones,445.96,5,0.20,55.75,12.50,"Positive Impact",47521.05
598,"Standard Class",Consumer,"United States","San Diego",California,92024,West,Furniture,Furnishings,327.76,8,0.00,91.77,28.00,"No Discount",47521.05
599,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Supplies,11.63,2,0.20,1.02,8.77,"Positive Impact",109077.09
600,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Technology,Phones,143.98,3,0.40,-28.80,-20.00,"Negative Impact",109077.09
601,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,Technology,Phones,494.38,4,0.40,-115.35,-23.33,"Negative Impact",109077.09
602,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Supplies,5.84,2,0.20,0.73,12.50,"Positive Impact",109077.09
603,"Standard Class",Consumer,"United States",Tampa,Florida,33614,South,"Office Supplies",Storage,142.78,1,0.20,17.85,12.50,"Positive Impact",5196.10
604,"Standard Class",Consumer,"United States",Tampa,Florida,33614,South,Furniture,Furnishings,45.70,3,0.20,5.14,11.25,"Positive Impact",5196.10
605,"Standard Class",Consumer,"United States",Tampa,Florida,33614,South,"Office Supplies",Binders,7.22,3,0.70,-5.53,-76.59,"Negative Impact",5196.10
606,"Standard Class",Consumer,"United States",Tampa,Florida,33614,South,"Office Supplies",Binders,43.19,4,0.70,-31.67,-73.33,"Negative Impact",5196.10
607,"Standard Class",Consumer,"United States",Tampa,Florida,33614,South,"Office Supplies",Paper,131.90,3,0.20,47.82,36.25,"Positive Impact",5196.10
608,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,3.28,2,0.70,-2.63,-80.18,"Negative Impact",109077.09
609,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Art,21.17,9,0.20,2.38,11.24,"Positive Impact",109077.09
610,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,55.19,2,0.40,-10.12,-18.34,"Negative Impact",109077.09
611,"First Class",Corporate,"United States",Dallas,Texas,75217,Central,Technology,Phones,369.58,3,0.20,41.58,11.25,"Positive Impact",20131.90
612,"First Class",Corporate,"United States",Dallas,Texas,75217,Central,"Office Supplies",Labels,15.71,4,0.20,5.70,36.28,"Positive Impact",20131.90
613,"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Paper,8.45,2,0.20,2.64,31.24,"Positive Impact",109077.09
614,"Second Class",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,728.95,9,0.40,-157.94,-21.67,"Negative Impact",109077.09
615,"Second Class",Consumer,"United States","Grove City",Ohio,43123,East,Technology,Phones,119.94,10,0.40,15.99,13.33,"Positive Impact",123.59
616,"Second Class",Consumer,"United States","Grove City",Ohio,43123,East,"Office Supplies",Binders,3.65,2,0.70,-2.80,-76.71,"Negative Impact",123.59
617,"Second Class",Corporate,"United States","New York City","New York",10011,East,Furniture,Furnishings,40.48,2,0.00,15.79,39.01,"No Discount",256368.12
618,"Second Class",Corporate,"United States","New York City","New York",10011,East,Furniture,Furnishings,9.94,2,0.00,3.08,30.99,"No Discount",256368.12
619,"Second Class",Corporate,"United States","New York City","New York",10011,East,"Office Supplies",Binders,107.42,9,0.20,33.57,31.25,"Positive Impact",256368.12
620,"Second Class",Corporate,"United States","New York City","New York",10011,East,Technology,Phones,37.91,1,0.00,10.99,28.99,"No Discount",256368.12
621,"Second Class",Corporate,"United States","New York City","New York",10011,East,Furniture,Furnishings,88.02,3,0.00,27.29,31.00,"No Discount",256368.12
622,"Standard Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Binders,8.69,5,0.80,-14.77,-169.97,"Negative Impact",48539.59
623,"Standard Class",Corporate,"United States",Dearborn,Michigan,48126,Central,Furniture,Chairs,301.96,2,0.00,87.57,29.00,"No Discount",1603.31
624,"Standard Class",Corporate,"United States",Dearborn,Michigan,48126,Central,"Office Supplies",Appliances,555.21,5,0.10,178.90,32.22,"Positive Impact",1603.31
625,"Standard Class",Corporate,"United States",Dearborn,Michigan,48126,Central,"Office Supplies",Storage,523.48,4,0.00,130.87,25.00,"No Discount",1603.31
626,"Standard Class",Corporate,"United States",Dearborn,Michigan,48126,Central,"Office Supplies",Art,161.82,9,0.00,46.93,29.00,"No Discount",1603.31
627,"Standard Class","Home Office","United States","New York City","New York",10009,East,Furniture,Furnishings,35.56,7,0.00,12.09,34.00,"No Discount",256368.12
628,"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Appliances,97.16,2,0.00,28.18,29.00,"No Discount",119540.74
629,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,15.24,5,0.20,5.14,33.73,"Positive Impact",112669.09
630,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Paper,13.23,3,0.00,6.09,46.03,"No Discount",112669.09
631,"Second Class",Consumer,"United States",Aurora,Colorado,80013,West,"Office Supplies",Storage,243.38,3,0.20,-51.72,-21.25,"Negative Impact",11656.47
632,"Second Class",Consumer,"United States",Aurora,Colorado,80013,West,Technology,Accessories,119.80,5,0.20,29.95,25.00,"Positive Impact",11656.47
633,"Second Class",Consumer,"United States",Aurora,Colorado,80013,West,Technology,Phones,300.77,4,0.20,30.08,10.00,"Positive Impact",11656.47
634,"Second Class",Consumer,"United States",Miami,Florida,33180,South,Technology,Accessories,17.88,3,0.20,2.46,13.76,"Positive Impact",8673.08
635,"Second Class",Consumer,"United States",Miami,Florida,33180,South,"Office Supplies",Labels,235.94,3,0.20,85.53,36.25,"Positive Impact",8673.08
636,"Second Class",Corporate,"United States","Warner Robins",Georgia,31088,South,Furniture,Chairs,392.94,3,0.00,43.22,11.00,"No Discount",434.80
637,"Standard Class",Consumer,"United States",Aurora,Colorado,80013,West,"Office Supplies",Binders,18.88,3,0.70,-13.85,-73.36,"Negative Impact",11656.47
638,"Standard Class",Consumer,"United States",Aurora,Colorado,80013,West,"Office Supplies",Appliances,122.33,3,0.20,12.23,10.00,"Positive Impact",11656.47
639,"Standard Class","Home Office","United States",Vallejo,California,94591,West,Furniture,Furnishings,1049.20,5,0.00,272.79,26.00,"No Discount",1221.41
640,"Standard Class","Home Office","United States",Vallejo,California,94591,West,"Office Supplies",Binders,15.42,4,0.20,5.01,32.49,"Positive Impact",1221.41
641,"Standard Class",Corporate,"United States",Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,18.84,3,0.00,6.03,32.01,"No Discount",16870.54
642,"Second Class",Consumer,"United States","Mission Viejo",California,92691,West,"Office Supplies",Storage,330.40,2,0.00,85.90,26.00,"No Discount",775.99
643,"Second Class",Consumer,"United States","Mission Viejo",California,92691,West,"Office Supplies",Labels,26.25,7,0.00,12.60,48.00,"No Discount",775.99
644,"Standard Class",Consumer,"United States","Rochester Hills",Michigan,48307,Central,Technology,Accessories,132.52,4,0.00,54.33,41.00,"No Discount",132.52
645,"Standard Class","Home Office","United States",Plainfield,"New Jersey",7060,East,"Office Supplies",Paper,6.48,1,0.00,3.18,49.07,"No Discount",4526.85
646,"Standard Class","Home Office","United States",Columbus,Indiana,47201,Central,"Office Supplies",Appliances,209.30,2,0.00,56.51,27.00,"No Discount",38706.23
647,"Standard Class",Corporate,"United States","Sierra Vista",Arizona,85635,West,"Office Supplies",Fasteners,31.56,5,0.20,9.86,31.24,"Positive Impact",76.07
648,"Standard Class",Corporate,"United States","Sierra Vista",Arizona,85635,West,"Office Supplies",Appliances,30.14,2,0.20,3.01,9.99,"Positive Impact",76.07
649,"Second Class",Corporate,"United States",Vancouver,Washington,98661,West,Furniture,Furnishings,14.80,4,0.00,6.07,41.01,"No Discount",686.84
650,"Second Class",Corporate,"United States",Vancouver,Washington,98661,West,Technology,Phones,302.38,3,0.20,22.68,7.50,"Positive Impact",686.84
651,"Second Class",Corporate,"United States",Vancouver,Washington,98661,West,Technology,Accessories,316.00,4,0.00,31.60,10.00,"No Discount",686.84
652,"Standard Class","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Paper,379.40,10,0.00,178.32,47.00,"No Discount",256368.12
653,"Standard Class",Corporate,"United States","New York City","New York",10035,East,"Office Supplies",Paper,97.82,2,0.00,45.98,47.00,"No Discount",256368.12
654,"Standard Class",Corporate,"United States","New York City","New York",10035,East,Technology,Accessories,103.12,8,0.00,10.31,10.00,"No Discount",256368.12
655,"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Appliances,113.55,2,0.20,8.52,7.50,"Positive Impact",38706.23
656,"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Binders,3.32,2,0.70,-2.65,-79.82,"Negative Impact",38706.23
657,"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Envelopes,134.29,2,0.20,45.32,33.75,"Positive Impact",38706.23
658,"Same Day","Home Office","United States",Aurora,Illinois,60505,Central,Furniture,Chairs,701.37,2,0.30,-50.10,-7.14,"Negative Impact",11656.47
659,"Same Day","Home Office","United States",Aurora,Illinois,60505,Central,"Office Supplies",Binders,2.31,2,0.80,-3.46,-149.78,"Negative Impact",11656.47
660,"Standard Class",Consumer,"United States",Arlington,Texas,76017,Central,"Office Supplies",Storage,999.43,7,0.20,124.93,12.50,"Positive Impact",20214.53
661,"Standard Class",Consumer,"United States",Arlington,Texas,76017,Central,"Office Supplies",Storage,724.08,14,0.20,-135.77,-18.75,"Negative Impact",20214.53
662,"Standard Class",Consumer,"United States",Arlington,Texas,76017,Central,Furniture,Tables,918.79,5,0.30,-118.13,-12.86,"Negative Impact",20214.53
663,"Standard Class",Consumer,"United States",Arlington,Texas,76017,Central,"Office Supplies",Binders,2.72,3,0.80,-4.22,-155.15,"Negative Impact",20214.53
664,"Standard Class",Corporate,"United States","New York City","New York",10011,East,"Office Supplies",Storage,459.95,5,0.00,18.40,4.00,"No Discount",256368.12
665,"Same Day",Consumer,"United States",Louisville,Kentucky,40214,South,"Office Supplies",Fasteners,10.74,3,0.00,5.26,48.98,"No Discount",12345.80
666,"Second Class",Corporate,"United States",Dallas,Texas,75081,Central,"Office Supplies",Supplies,23.76,3,0.20,2.08,8.75,"Positive Impact",20131.90
667,"Second Class",Corporate,"United States",Dallas,Texas,75081,Central,"Office Supplies",Paper,85.06,3,0.20,28.71,33.75,"Positive Impact",20131.90
668,"Second Class",Corporate,"United States",Dallas,Texas,75081,Central,Technology,Phones,381.58,3,0.20,28.62,7.50,"Positive Impact",20131.90
669,"First Class",Consumer,"United States",Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36,5,0.20,8.73,28.75,"Positive Impact",6346.21
670,"Standard Class","Home Office","United States",Chicago,Illinois,60653,Central,Furniture,Furnishings,23.98,3,0.60,-14.39,-60.01,"Negative Impact",48539.59
671,"Standard Class","Home Office","United States",Chicago,Illinois,60653,Central,Furniture,Tables,108.93,1,0.50,-71.89,-66.00,"Negative Impact",48539.59
672,"Standard Class","Home Office","United States",Chicago,Illinois,60653,Central,"Office Supplies",Paper,36.35,8,0.20,11.36,31.25,"Positive Impact",48539.59
673,"Standard Class",Consumer,"United States",Quincy,Illinois,62301,Central,"Office Supplies",Art,19.56,5,0.20,1.71,8.74,"Positive Impact",1276.46
674,"First Class",Consumer,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Appliances,61.44,3,0.00,16.59,27.00,"No Discount",38706.23
675,"First Class",Consumer,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Paper,38.90,5,0.00,17.51,45.01,"No Discount",38706.23
676,"First Class",Consumer,"United States",Columbus,Indiana,47201,Central,Technology,Accessories,99.39,3,0.00,40.75,41.00,"No Discount",38706.23
677,"Standard Class",Consumer,"United States",Tyler,Texas,75701,Central,"Office Supplies",Appliances,2.69,3,0.80,-7.39,-274.72,"Negative Impact",347.20
678,"Standard Class",Consumer,"United States",Tyler,Texas,75701,Central,Technology,Accessories,27.82,3,0.20,4.52,16.25,"Positive Impact",347.20
679,"Standard Class",Consumer,"United States",Tyler,Texas,75701,Central,Furniture,Furnishings,82.52,3,0.60,-41.26,-50.00,"Negative Impact",347.20
680,"Standard Class",Consumer,"United States",Tyler,Texas,75701,Central,"Office Supplies",Binders,182.99,3,0.80,-320.24,-175.00,"Negative Impact",347.20
681,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,14.35,3,0.20,4.66,32.47,"Positive Impact",256368.12
682,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Storage,64.96,2,0.00,2.60,4.00,"No Discount",256368.12
683,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Storage,68.60,4,0.00,18.52,27.00,"No Discount",256368.12
684,"Same Day",Corporate,"United States",Burlington,"North Carolina",27217,South,Technology,Machines,7999.98,4,0.50,-3839.99,-48.00,"Negative Impact",21668.08
685,"Same Day",Corporate,"United States",Burlington,"North Carolina",27217,South,"Office Supplies",Appliances,167.44,2,0.20,14.65,8.75,"Positive Impact",21668.08
686,"First Class",Consumer,"United States",Jackson,Mississippi,39212,South,Technology,Accessories,479.97,3,0.00,163.19,34.00,"No Discount",24963.85
687,"First Class",Consumer,"United States",Jackson,Mississippi,39212,South,"Office Supplies",Labels,14.62,2,0.00,6.87,46.99,"No Discount",24963.85
688,"First Class",Consumer,"United States",Jackson,Mississippi,39212,South,"Office Supplies",Paper,19.44,3,0.00,9.33,47.99,"No Discount",24963.85
689,"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,191.98,2,0.20,4.80,2.50,"Positive Impact",256368.12
690,"Second Class",Consumer,"United States",Waynesboro,Virginia,22980,South,Furniture,Furnishings,104.01,1,0.00,14.56,14.00,"No Discount",3058.77
691,"Second Class",Consumer,"United States",Waynesboro,Virginia,22980,South,Technology,Phones,284.82,1,0.00,74.05,26.00,"No Discount",3058.77
692,"Second Class",Consumer,"United States",Waynesboro,Virginia,22980,South,"Office Supplies",Storage,36.84,3,0.00,10.32,28.01,"No Discount",3058.77
693,"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,Technology,Accessories,166.24,1,0.00,24.94,15.00,"No Discount",175851.33
694,"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,"Office Supplies",Paper,33.40,5,0.00,16.03,47.99,"No Discount",175851.33
695,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Art,198.27,8,0.20,17.35,8.75,"Positive Impact",1968.50
696,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Labels,47.36,4,0.20,17.76,37.50,"Positive Impact",1968.50
697,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Envelopes,200.98,7,0.20,62.81,31.25,"Positive Impact",1968.50
698,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Labels,97.70,4,0.20,31.75,32.50,"Positive Impact",1968.50
699,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Art,2.70,1,0.20,0.81,30.00,"Positive Impact",1968.50
700,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Binders,18.59,2,0.70,-13.63,-73.32,"Negative Impact",1968.50
701,"First Class","Home Office","United States",Chester,Pennsylvania,19013,East,"Office Supplies",Binders,4.90,3,0.70,-3.43,-70.00,"Negative Impact",1968.50
702,"Standard Class",Corporate,"United States",Cleveland,Ohio,44105,East,Furniture,Furnishings,15.07,3,0.20,4.14,27.47,"Positive Impact",6346.21
703,"Second Class",Corporate,"United States",Seattle,Washington,98103,West,Furniture,Furnishings,209.88,3,0.00,35.68,17.00,"No Discount",119540.74
704,"Standard Class",Consumer,"United States","Long Beach",California,90805,West,Furniture,Tables,369.91,3,0.20,-13.87,-3.75,"Negative Impact",13455.02
705,"Standard Class",Corporate,"United States",Cary,"North Carolina",27511,South,"Office Supplies",Paper,10.37,2,0.20,3.63,35.00,"Positive Impact",505.22
706,"Standard Class",Corporate,"United States",Cary,"North Carolina",27511,South,"Office Supplies",Appliances,166.84,5,0.20,18.77,11.25,"Positive Impact",505.22
707,"Standard Class",Corporate,"United States",Cary,"North Carolina",27511,South,Technology,Accessories,15.22,1,0.20,2.28,14.98,"Positive Impact",505.22
708,"First Class",Consumer,"United States","New York City","New York",10035,East,Technology,Accessories,119.96,4,0.00,52.78,44.00,"No Discount",256368.12
709,"First Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Bookcases,883.92,5,0.20,-110.49,-12.50,"Negative Impact",256368.12
710,"First Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Binders,46.72,8,0.20,15.77,33.75,"Positive Impact",256368.12
711,"First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Paper,55.48,1,0.00,26.63,48.00,"No Discount",256368.12
712,"Standard Class",Consumer,"United States","Palm Coast",Florida,32137,South,"Office Supplies",Envelopes,24.45,4,0.20,8.86,36.24,"Positive Impact",274.43
713,"Standard Class",Corporate,"United States","Mount Vernon","New York",10550,East,"Office Supplies",Appliances,281.34,6,0.00,109.72,39.00,"No Discount",2119.63
714,"Standard Class",Corporate,"United States","Mount Vernon","New York",10550,East,Technology,Phones,307.98,2,0.00,89.31,29.00,"No Discount",2119.63
715,"Standard Class",Corporate,"United States","Mount Vernon","New York",10550,East,Technology,Accessories,299.97,3,0.00,113.99,38.00,"No Discount",2119.63
716,"Second Class",Corporate,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,19.92,5,0.20,6.97,34.99,"Positive Impact",119540.74
717,"First Class",Consumer,"United States",Dover,Delaware,19901,East,Furniture,Furnishings,9.94,2,0.00,3.08,30.99,"No Discount",4878.07
718,"Standard Class",Consumer,"United States",Newark,Ohio,43055,East,Furniture,Furnishings,103.06,3,0.20,24.48,23.75,"Positive Impact",28576.15
719,"Standard Class","Home Office","United States",Orem,Utah,84057,West,"Office Supplies",Binders,59.81,3,0.20,19.44,32.50,"Positive Impact",2994.09
720,"Standard Class","Home Office","United States",Orem,Utah,84057,West,Furniture,Furnishings,73.32,6,0.00,22.00,30.01,"No Discount",2994.09
721,"Standard Class","Home Office","United States","Los Angeles",California,90045,West,"Office Supplies",Paper,146.82,3,0.00,73.41,50.00,"No Discount",175851.33
722,"Standard Class",Corporate,"United States",Detroit,Michigan,48205,Central,Furniture,Tables,1652.94,3,0.00,231.41,14.00,"No Discount",42446.94
723,"Standard Class",Corporate,"United States",Detroit,Michigan,48205,Central,"Office Supplies",Storage,296.37,3,0.00,80.02,27.00,"No Discount",42446.94
724,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,129.92,5,0.20,21.11,16.25,"Positive Impact",109077.09
725,"Standard Class",Corporate,"United States",Hialeah,Florida,33012,South,"Office Supplies",Supplies,45.58,7,0.20,5.13,11.25,"Positive Impact",2338.94
726,"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,"Office Supplies",Envelopes,17.57,2,0.20,6.37,36.25,"Positive Impact",6058.01
727,"Standard Class",Consumer,"United States",Austin,Texas,78745,Central,Technology,Phones,55.99,1,0.20,5.60,10.00,"Positive Impact",6058.01
728,"First Class",Consumer,"United States",Oceanside,"New York",11572,East,"Office Supplies",Paper,182.72,8,0.00,84.05,46.00,"No Discount",4350.74
729,"First Class",Consumer,"United States",Oceanside,"New York",11572,East,Furniture,Tables,400.03,2,0.40,-153.35,-38.33,"Negative Impact",4350.74
730,"First Class",Consumer,"United States",Oceanside,"New York",11572,East,"Office Supplies",Storage,33.63,3,0.00,10.09,30.00,"No Discount",4350.74
731,"First Class",Consumer,"United States",Oceanside,"New York",11572,East,Furniture,Chairs,542.65,3,0.10,102.50,18.89,"Positive Impact",4350.74
732,"First Class",Consumer,"United States",Oceanside,"New York",11572,East,"Office Supplies",Labels,6.30,2,0.00,3.02,47.94,"No Discount",4350.74
733,"Standard Class","Home Office","United States",Seattle,Washington,98115,West,"Office Supplies",Storage,242.94,3,0.00,9.72,4.00,"No Discount",119540.74
734,"Standard Class","Home Office","United States",Seattle,Washington,98115,West,Technology,Accessories,179.97,3,0.00,86.39,48.00,"No Discount",119540.74
735,"Standard Class","Home Office","United States",Seattle,Washington,98115,West,"Office Supplies",Binders,99.70,6,0.20,33.65,33.75,"Positive Impact",119540.74
736,"Standard Class","Home Office","United States",Seattle,Washington,98115,West,"Office Supplies",Binders,27.94,4,0.20,9.43,33.75,"Positive Impact",119540.74
737,"Standard Class","Home Office","United States",Seattle,Washington,98115,West,Furniture,Bookcases,84.98,1,0.00,18.70,22.01,"No Discount",119540.74
738,"Standard Class","Home Office","United States",Seattle,Washington,98115,West,"Office Supplies",Binders,18.72,5,0.20,6.55,34.99,"Positive Impact",119540.74
739,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,49.98,2,0.00,8.50,17.01,"No Discount",112669.09
740,"Standard Class","Home Office","United States",Naperville,Illinois,60540,Central,"Office Supplies",Labels,11.78,3,0.20,4.27,36.25,"Positive Impact",1288.31
741,"Standard Class","Home Office","United States",Naperville,Illinois,60540,Central,"Office Supplies",Storage,272.74,3,0.20,-64.77,-23.75,"Negative Impact",1288.31
742,"Standard Class","Home Office","United States",Naperville,Illinois,60540,Central,"Office Supplies",Binders,3.54,2,0.80,-5.49,-155.08,"Negative Impact",1288.31
743,"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Supplies,51.52,5,0.20,-10.95,-21.25,"Negative Impact",20131.90
744,"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Paper,3.53,1,0.20,1.15,32.58,"Positive Impact",20131.90
745,"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Paper,4.62,1,0.20,1.68,36.36,"Positive Impact",20131.90
746,"Standard Class",Consumer,"United States",Dallas,Texas,75220,Central,"Office Supplies",Supplies,55.17,4,0.20,6.21,11.26,"Positive Impact",20131.90
747,"Same Day",Corporate,"United States","San Diego",California,92105,West,Furniture,Tables,567.12,10,0.20,-28.36,-5.00,"Negative Impact",47521.05
748,"Same Day",Corporate,"United States","San Diego",California,92105,West,"Office Supplies",Storage,359.32,4,0.00,7.19,2.00,"No Discount",47521.05
749,"Second Class",Consumer,"United States",Evanston,Illinois,60201,Central,Technology,Phones,11.99,1,0.20,0.90,7.51,"Positive Impact",1753.80
750,"Standard Class",Consumer,"United States",Trenton,Michigan,48183,Central,"Office Supplies",Binders,58.05,3,0.00,26.70,45.99,"No Discount",1765.20
